Tweet,Sentiment
Kul twitter ! Önskar AB och alla andra en trevlig helg ! <ID> <URL>,1
Tunga profilen lämnar Piraterna  <HASCHTAG> <URL>,0
| <ID> Absolut, domarnivån i finalserien har varit bra fram tills idag! Tyckte bara det va underligt när m… <URL>|,-1
@swesif medlemsmöte hos @FolksamMedia om ägarstyrning och hur kan vi mäta ägarstyrningens effekter. @lottasydaw från @AP7se berättar om deras arbete och deras case och positiva i fallet Rio Tinto https://t.co/asp5Assls7                                                                                                                                                                                                                                                                                         ,0
Igår och idag har DHRs förbundsstyrelse sammanträde i Farsta,0
|@CamillaRagfors @Bergmark @Folksam Om man som juvelerare tar hem något, en diamantring t.ex., som borde vara förvarad i butiken så kan man nog inte få den ersatt av sin hemförsäkring. Tror jag. En laptop som huvudsakligen används i arbetet. Ja svårt att bedöma. Förtal blir det väl först vid publicering?                                                                                                                                                                                                    |,0
<ID> söt röst hur gammal är du,1
<ID> Hur menar du?,0
Det var ett dåligt beslut att ta bort avdragsrätten för privat pensionssparande säger @goranarrius #svpol @Akademikerna #senetablering https://t.co/x9ShZ2ahVf                                                                                                                                                                                                                                                                                                                                                      ,-1
Just D E N H Ä R söndagen är här Spänning och förväntan i luften Såja <HASCHTAG>  <URL>,0
<ID> Perfekt värvning. Hatet mot Man U skulle ta nya höjder,1
<ID> absolut Alla ungdomsförbund har ju inte tillgång till egna spelbolag så då får de vackert nöja sig,-1
DNS brukar kosta. Hur kompenserar <ID> o <ID> övriga startande i gårdagens travpadel? <HASCHTAG>,0
Enligt Klimatkontots kan jag reducera mina utsläpp med 70 genom att sluta flyga och börja äta veg  <HASCHTAG>  <URL>,0
<ID> Rättvisa betyg,0
| Uffe vi hade 25 fantastiskt fina år, du va min absolut bästa vän, men igår när du la ut en boomerang vart jag tvungen att gå vidare utan dig|,1
<ID> Vi måste suttit precis i närheten av varandra av bildvinkeln att döma,1
<ID> Ska Farfar vara med?,0
|@laurirosendahl, Karin Svensson, @Sida, Karl-Henrik Sundström, @storaenso, Jens Henriksson, @Folksam och Hugh Carnegy från @FT om hållbarhet på @dagensindustri scen i Almedalen. Att enbart prata hållbarhet räcker dock inte, så på måndag lanserar vi en ESG-variant av OMXS30. https://t.co/3qw7AVz3gA                                                                                                                                                                                                          |,0
Men alltså hov1 nya album,0
Åt lunch med vännen jag känt i 31 år Han vet allt Jag vet allt Förstår frågar inget att dölja Ansvarighet inför varandra Vilken gåva,1
@SkandiaSE Gillar hur ni beskriver att samhället förlorar X antal miljarder. Med andra ord menar ni att de som är sjuka och har en ohälsa är en börda för staten. Ingen bra affär!                                                                                                                                                                                                                                                                                                                                  ,-1
På tal om börsen - nu har blankarna bundit upp tasken (ursäkta språket) på ryggen.,-1
| <ID> Förlorar vår viktigaste anfallskraft under säsongen. Tråkigt, men lycka till i fortsättningen!|,-1
| <ID> Då kan jag säga, med ganska stor insyn, att en del delar stöttar polisen i gansk… <URL>|,0
|Vardagliga aktiviteter ökar trivseln på äldreboendet || forskning.se || <ID> via <ID> <URL>|,0
<ID> Hahaha same here o varje gång ja hör den meningen förväntar jag mig en bra låt,0
Saker man hinner se mellan slussen o ga stan,0
Att jobba i en nattklubb med migrän,-1
Tråkigt på jobbet  <URL>,-1
Hade människan ens överlevt evolutionen ifall inte denna medfödda sexuella spänning & mäns medfödda attraktion för det kvinnliga sexuella?,0
<ID> Vad har du sökt?,0
Detta reportage om svenska trollfabriker är baske mig en av de viktigaste journalistiska insatseran på flera år! <URL>,1
| Tre veckor till premiären, solen skiner, 8 grader varmt och dottern sjunger "mästarna från Malmö här är vi" medan vi jobbar i trädgården.|,1
Förslag Avskaffa karensdagen och ersätt den med löneavdrag för den som infinner sig på arbetsplatsen med infektionssymptom,0
Det är alltså juni nästa vecka Fattar absolut ingenting,0
Snart kommer det beslutats om ett stort dyrt och fult kommunhusstationshus i Växjö  <URL>,-1
<ID> Har Sverige gett asyl till kongolesiska milismän? Det kände inte jag till.,0
Här är en helt befängd idé <HASCHTAG> hur vore det om partier ägnade sig åt att göra konkreta saker istället för att kasta skit på andra?,-1
<ID>  <ID> Det där är ingen tuttotrippel va Bara en fråga,0
Ja varför forskas det inte på Energi Healing  <URL>,0
När Sverige mer eller mindre lagt ner för semestern för jag några shower till för… <URL>,0
<ID> Handlar om att göra mål o inte skapa chanser!,0
Oavsett käbblet kring misstroendecirkusen tror jag att de flesta i Sverige förstår vikten av att behålla bra politiker som Ygeman,1
Oj vad snö det kommit mellan Stockholm och Södertälje,0
Höga kusten tar ledningen med 2-1 efter 47 minuter,0
Misstänkta för Rinkebymorden försatta på fri fot <URL> <HASCHTAG>  <URL>,-1
Straffar - tortyr ☠️,-1
@horrumejbae @SkandiaSE Men FK hindrar tillfrisknande. Varför tror ni det finns så många sjuka som tvingas gå till socialen                                                                                                                                                                                                                                                                                                                                                                                         ,0
Socialdemokraterna befäster sin ställning som största parti med omkring 30 procent av rösternaMen SD med runt  <URL>,0
Så är det <URL>,0
<ID>  <ID> Haha hälsa din karl att han är ett geni,1
Alla är medieexperter. <URL>,0
|Är du i #almedalen2018, intresserad av hur AI kan hjälpa företag att göra stor skillnad för barn? Missa inte detta på måndag i @Sida tält med Georg Kell, Jens Henriksson från @Folksam och @edahlin 
https://t.co/sn4aWOHELG
@raddabarnen                                                                                                                                                                                                                                                                          |,0
Vaknar mitt i natten irriterad över hur usel The last Jedi var,-1
|Vi är stolta att berätta om att #Skandia idag lanserat Finwires fondnyheter till alla sina användare och kunder 
 - @FinwireFunds

https://t.co/z59mQDQiDq https://t.co/KEgGmw72rz                                                                                                                                                                                                                                                                                                                                  |,1
Vad e Frank ocean,0
Ses vi ikväll  <URL>,0
<ID> Jag gissar på att dessa barn har väldigt omogna föräldrar utan vuxen integritet.,-1
<ID> Det har hon rätt i. Detta var iofs en ok väckning men hade inte haft nåt emot att få sova ett par timmar till,0
<ID> Rätt vad det är har vi sjukhus fullt med barnmorskor som inte vill utföra aborter och lärare som lär ut ->,0
På  <ID> och samlar ider till fördjupningskonferens om  <HASCHTAG>  <HASCHTAG>  <URL>,0
Jag blir också vinsugen när ni pratar om vin hela tiden,0
<ID> Eller lyssna på sportreportrar i flera sekundrar!,0
Frågan är ju när jag ska sluta stalka människor som får mig att må dåligt,-1
<ID> Nu måste man betala för att läsa insändarna. Synd eftersom de oftast är det mest läsvärda i lokaltidningarna på <HASCHTAG>,-1
<ID> löser sig efter första vattenhindret på stridshinderbanan,1
@SkandiaSE Såg att vi har en guldreserv på 40 miljarder. Räcker ju till 10 000 Afghaner. https://t.co/EuIX53EBda                                                                                                                                                                                                                                                                                                                                                                                                    ,0
<ID> Har du inte förmågan att checka ut ibland och fokusera på annat Jag gör det ofta Blir bara deprimerad  <URL>,-1
| <ID> Studierna jag syftar på handlar om ett stort mörkertal män som inte rapporterar våld i nära relationer, m… <URL>|,0
<ID>  <ID> Ändå står 1990talets budgetsanering för den enskilt största plundringen av pensionsfonderna,-1
<ID> Enl FN och UNDP är utbredda diskrimineringen av kvinnor i arabvärlden hinder för utveckl… <URL>,-1
| <ID> polacker som ni , gryms cåldtäktsmän, pedofiler, begår grova eko brott, felaktiga byggnader, kopparstöld (polacker enbart)|,-1
<ID> Det låter strålande Nu är krisen över igen,1
Lite om hur jobbet kom till vad som var svårt och vad vi tar med oss  <URL>,0
Dagen igår var fantastisk!,1
Stockholm: *fäktas i låtsastävling mot Köpenhamn* Köpenhamn: *hygger sig och tänker inte på Stockholm* <URL>,0
Ni ska ha stort tack för att ni redan läst den här i 50 dagar och 3 timmar älskar de moderna statitiskverktygen  <URL>,1
Det bör väl inte ens ligga på enskild lärare eller ens enskild skola? Det kan väl huvudmannen se till att ta fram. Till dess: papper o penna,0
<ID> Mm. Hur ska man vända sig egentligen..?,0
| <ID> Extremt glad att jag avstod förtidsliret, tänkte lasta mucho|,1
@defencechemist @DinSkugga @jascvakne @trygghansa Länsförsäkringar har alltid varit billigast för mig de senaste 23 åren jag ägt bil : )                                                                                                                                                                                                                                                                                                                                                                            ,0
Daggen arslar sarg som vanligt <HASCHTAG>,-1
|@SkandiaSE Jag bedömer utan ngn vetenskaplig utredning att administrationen som inte kommer patienterna till nytta är upp till runt 50-80% beroende av omständigheter.  Sjukvården, politiker m.fl. synes inte våga seriöst utreda hur många patienter som dör eller skadas i vårdköerna.                                                                                                                                                                                                                           |,-1
| En gång för alla, religioner är ok att hålla på med men ni har absolut 0 att kräva av samhället. Ni anpassar er efter oss, inte vi efter er.|,-1
Ska bli väldigt kul att höra redovisningen av enkronasmatchen Vad landar vi på totalt tror ni 2 eller tom 25 millar  <HASCHTAG>  <ID>,0
Laddar upp med en stadig öl och en saftig t-Bone inför morgondagens match mot City <HASCHTAG> <URL>,1
WebbTV Skuggan inför lördagens match hemma mot Växjö Lakers <URL>  <URL>,0
<ID> På tilläggstiden alltså hehe Men Mike Dean är premier leagues sämsta domare sanslöst,-1
|@trygghansa Hej, ok det var ju trist i och med att ni avråder från detta iom långa svarstider. Ingen mail eller så då frågan inte är brådskande??                                                                                                                                                                                                                                                                                                                                                                   |,0
Det suger stenhårt att betta på NHL Man har ingen aning om hur det går och sen vaknar man utan pengar,-1
DN liverapporterar från Rosenbad om tomma bilar som lämnar byggnaden  <HASCHTAG>,0
|@SkandiaSE Jag tycker istället man bör få folk att spara långsiktigt, utan öronmärkning.                                                                                                                                                                                                                                                                                                                                                                                                                            |,0
| <ID> Det hördes på smällen att det inte var något fyrverkeri. Glas som krossades, det fladdrade i byxbenen.|,-1
<ID> Dubbelfel Morgan. Retweet och sedan försvar av journ… <URL>,0
Kan vi inte spara privat till pensionen genom att få sätta av mer till premiepensionen? Förslag från @solveigzander @SkandiaSE                                                                                                                                                                                                                                                                                                                                                                                      ,0
Jaha synd att beslutet inte togs tidigare gällande Laakso men men har ju gått bra ändå   <HASCHTAG>  <HASCHTAG>,0
10 miljoner extra i stryktipspotten,0
|@SkandiaSE @HLoiselane005 Nej, det är lätt att spara till sin pension. Men för att kunna spara mer, sänk skatten, enkelt.                                                                                                                                                                                                                                                                                                                                                                                           |,0
<ID> Det är någon sorts Lasse Nilssontourettes jag dragit på mig,0
I bästa fall har afghanerna tagit sitt förnuft tillfånga medan svenskarna inte vill förstå allvaret  <URL> via  <ID>,1
Stockholm har 180 dagar på sig att stoppa råttorna med otillåtet gift. <URL> <ID>,0
<ID> Menar du då att Oisin bär ansvar för kulan i Ahmeds ben?,0
Sugen på lite vardagsmys Missa inte torsdagens Quattrokonsert med fantastiska Lundakören Svanholm Singers 30  <URL>,0
Vi vill flytta vården närmare människorna genom att låta fler läkare starta och driva egna vårdcentraler. <URL>,0
Letar efter viktig bit till min tandställning. Den verkar ha gått upp i rök totalt och ångesten är ett faktum,-1
Poliser stående i på ClaesgatanSpårvägsgatan i  <HASCHTAG> intill Mitt Möllan Leggar passerande bilar och eventuellt  <URL>,0
<ID> Tack! Det ska nog gå bra,1
Nya analysmetoder hjälper kapitalägare att investera i linje med Parisavtalet - ny rapport från @WWFEU och @WWFSverige https://t.co/GLFRkEJ5xy via @CisionSverige @Alecta @amf_pension @FolksamMedia @SkandiaSE @Nordea @AP7se                                                                                                                                                                                                                                                                                      ,0
| <ID> Jaså, ja, egentligen vet jag typ ingenting om sånt där :-)|,0
<ID>  <ID> Ojjj den satt BRA,1
|@staremiasto @SkandiaSE Tänkte på samma sak, varför håller man inte pengarna på sitt egna konto istället? Slipper skatt på skattade pengar                                                                                                                                                                                                                                                                                                                                                                          |,0
<ID> Svag! Svider! Tack ändå.,-1
(jag slingade håret blont endast för festen och folk trodde att jag var seriös!!),0
Blir så förbannad över att Löfven alltid verkar ha pengar över till höjda bidrag samtidigt som Järvas enda polisstation ska stängas ner.,-1
<ID> Kanske dags att avsätta och byta ut folket mot mer tacksamma?,0
Varför börjar jag alltid frysa hysteriskt innan jag skall byta om till yogan Klä av sig känns helt jävla ogenomförbart,-1
<ID> Hahaha miss you mitt alkoholmongo,0
PODD Nytt avsnitt av Fotfel Drygt 1200 lyssningar senast så häng med om du gillar tennis Finns där poddar finns  <URL>,0
@emma_astrom Trygg hansa-polo? Toppklass.                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,1
<ID> Grymt ju! Far lirade m Tommy. På 14 höjd m bunkern på vänster & 18 110 m kvar. Sjukt!,1
|@BWFCMansWi @SkandiaSE Nej Detta handlar inte om pensionskostnader till staten och PPM .  Detta betalar landstingen in månadsvis på lönen precis som alla andra arbetsgivare (dock mer storleksordningen 10-12% än 0.70%)
Det handlar om den extra pensionen som de får av landstinget genom kollektivavtalet.                                                                                                                                                                                                      |,0
Livet med IBS är iaf inte långtråkigt Kvällens rysare kommer jag kunna gå på yoga ikväll efter att ha ätit pasta  <URL>,0
Enbart för att tanken på att någon står och ropar ett namn utan att få svar bland massa människor är fruktansvärt roande,1
<ID>  <ID> Det får du ta med ansvarig utgivare Jag rapporterar det som händer som lastbilsstrejken konsekvensneutralt,0
Något som är värt att lyfta Manges förmåga att få med sig frisparkar Ruskigt underskattad egenskap,1
3500 pers på Gullbrannafestivalen Ingen fylla noterad Noll anmälda övergrepp Största incidenten nån som trampade snett,0
<ID> Haha nej gud,1
<ID> aw lt3 Vilken va din favoritlåt Min är Anita Den är helt fantastisk,1
Plöjt första säsongen av Ballers idag bra skit,1
Jag har bilder från konserten ni efterfrågar vill ni ha bilderna  <ID>  <URL>,1
@teodorostlund @SkandiaSE Fortfarande ingen information om apple pay @SkandiaSE                                                                                                                                                                                                                                                                                                                                                                                                                                     ,-1
<ID> Annat var det förr,-1
|@MSMarkow @FolksamMedia Wow, snyggt!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |,1
<ID> Det anses att man kringgår regeln om man gör så och därmed ska man bestraffas Indirekt frispark och varning,-1
Jonas blogg Glow regerar  <URL>  <URL>,1
<ID> Gå genast dit,0
<ID> men va??? Ska Linn bli boråsare??,0
| har skrattat orimligt mycket åt detta nu, ni bör också. HUMAAAAN! <URL> via <ID>|,1
<ID> Jag har träffat flera via internet för det och det har för det mesta varit fantastiskt,1
<ID> Grävskopor och hjullastare?,0
<ID> På tisdag får jag den,0
jasmin som bakar och lagar mat är oroande,-1
<ID> Givetvis får ni min röst! Helt underbart program ni gjorde,1
<ID> Det handlar inte om fajt. Det handlar om att lyssna på folket,0
Ikväll kl 1900 står  <ID> på vår stora scen för andra och sista gången Snygg  <URL>,1
 Dina mediciner kan vara en hälsofara i Indien – "vi måste göra något" <URL>,0
Har vi klippt 10 k innan veckan är slut? <HASCHTAG>,0
Så kommer min syster såklart och kommenterar Please date my syster  mitt namn   Han avföljde,-1
<ID> så här ser det ut i Kiruna:/ <URL>,0
<ID> tog ju din veckopeng förra gången,0
Första riktiga semestern massa planer med polarna Ibland är livet riktigt bra,1
| <ID> okej, så du är bara inte bekant med begreppet mobbing. Då hade du väl kunnat säga det från början?|,0
| I morgon, kära Jönköpingskommunbor, smålänningar och ni andra, öppnas vårt sommarkafé i Smedbyn! Mysigast i stada.|,0
Fint och vakna upp med den vinsten igår Vilka jävla hjältar Sverige var igår,1
Dopen fortsätter rasa  25 procent sedan 2006  <HASCHTAG>   <URL>,-1
<ID> Det var just det elakahånfulla som jag reagerade så starkt på,-1
@Folksam Undrar om jag kan välja bort mobilen i försäkringen och få mindre avgift hos er och skaffar en bättre för mobilen hos någon annan?                                                                                                                                                                                                                                                                                                                                                                         ,0
För många kassa AIK:are på plan.,-1
Ananas är pricken över i på all pizza  <URL>,1
| Den nya underklass i Sverige är i huvudsak mörkhyad och kommer från andra länder, eller är födda i Sverige av invan… <URL>|,-1
| <ID> T har erkänt att han hyr in hejaklack under presskonferenser, perspektiv på det?|,0
Lyssna på intervju med Johanne Lykke Holm om otäcka barn och att skriva som en häxa   Kulturpoddar i P1  <URL>,-1
”Stärk pensionen med en ny gynnad sparform” föreslår vi på @SkandiaSE och @MattiasMunter. Alltför länge har politiken attackerat pensionssparandet. Premiera sparande och inte skuldsättning. #svpol #svpension https://t.co/TNmkYZ0qkh                                                                                                                                                                                                                                                                             ,0
@Aronregnell @PontusHaag @SkandiaSE Kapitalpension som Skandia drev fram i Ekman-fallet är förebilden men anpassad för idag. Att man med avdragsrätt gynnas olika mkt beroende på inkomst och ett jobbskatteavdrag sm ställde till det ytterligare är två skäl till att jag föredrar en enklare sparform utan skattekrediter                                                                                                                                                                                        ,1
Läs vår trafikforskare @HelenaStigson blogginlägg där hon kommenterar @dagensnyheter nyhet om att 2018 blir ett svart trafikår. https://t.co/mUoQRLQjDE                                                                                                                                                                                                                                                                                                                                                             ,0
<ID> Glädjen över att ogilla mandelmassa och vispad grädde men chipsen står alltid i hyllan och skriker mitt namn,0
<ID> Te och rostbröd med ost och marmelad på helgerna. Knäckebröd till vardags.,0
<ID> efterfrågan som står tror jag.,0
@emillstark1 @SkandiaSE Kan byta kod på mitt norwegian kort online. Men ett flygbolag kanske är bättre på bankverksamhet :P                                                                                                                                                                                                                                                                                                                                                                                         ,1
Kan inte alla maila Eberhard och i oroat förtroende dela med sig om sin kritik mot flummeriet med att jorden skulle vara rund?,0
Speciellt över att jag köper en vårjacka mitt i vintern,0
<ID> har du inte sportlov som oss andra?,0
<ID>  <ID> Det kanske är en vuxen människa som har fått skäligt betalt som har gjort den,0
<ID> Nej! Inte igen! <ID>,-1
JAG BA ????WHAT VARFÖR?? Hon knöt alltså fast sin hund inne på TOALETTEN & lämnade den färg är att käka buffé :-) normalt?,0
<ID> Ska börja kalla min sambos behag för hundra kilo kärlek också,1
<ID> Tredje världskriget om han inte förlängt!,0
Javisst borde Sverige söka medlemsskap i Nato. Bra av <ID> och Hans Wallmark i Svd. MEN. Om Wallström for… <URL>,1
Hittade  <ID> på vägen  <HASCHTAG>  <URL>,0
1956 togs den första ”elektron hjärnan” i bruk av Folksam. #digitalisering                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0
<ID> Hendo har också strul,-1
Hans vill höra en aria ur andra akten av Händels Alcina: Verdi Prati - Ruggieros aria. Med countertenoren Andreas Scholl. <HASCHTAG>,0
21' Mål. Fiorentina kvitterar genom Nikola Kalinic,0
<ID> Hur har jag förbjudit din åsikt? Jag har berättat att dina känslor inte är… <URL>,-1
<ID>  eller som Göran Persson uttryckte det om JAS till diktaturer Säljer inte vi så säljer nån annan,0
 "Högerlibertarianer förespråkar alltså en frihetlig politik samtidigt som de är traditionalister privat och... <URL>,0
@trygghansa Hade jag kunnat lösa det själv hade jag givetvis gjort det. Det var fel i er funktion igår då det tog 47 min innan någon ringde. Men när till sist kontakt upprättades var servicen perfekt! Stort plus till John på kundservice i Malmö!                                                                                                                                                                                                                                                               ,1
Och varför rapporterar <ID> om Katalonien utan att kommentera Israels inblandning? <URL>,0
Vad blir det för mat  <URL>,0
SMHI varnar för översvämning i Götaland. Här är några tips på vad man kan tänka på för att skydda sig. https://t.co/scfEd98xY5 https://t.co/6tsGlkkGld                                                                                                                                                                                                                                                                                                                                                              ,0
<ID> Ja hon är väldigt tillgänglig har haft diskussioner här med henne flera gånger,0
färjetrafiken flyttas ut till värtahamnen så broarna behöver inte göras öppningsbara,0
Samtliga spelare kör långbyxor utom en som kör shorts och värmebyxor. Bjuder på en kall på hemmapremiären till den som gissar rätt först.,0
Sista seminariet idag i Uppsala  <HASCHTAG>   <HASCHTAG>  <HASCHTAG> Från 1530 Se vårt event på hemsidan  <URL>,1
|@DinSkugga @trygghansa Mm, med all rätt!

Fick 2 olika handläggare i samma ärende hos ett annat bolag. Olika uppgifter beroende på vem jag pratade med, vilket resulterade i att min bil helt plötsligt var oförsäkrad. Bytte f-bolag direkt jag fick veta.                                                                                                                                                                                                                                                         |,0
<ID> Ja stora skopan såhär års,0
@SkandiaSE Kanske dags att ta bort nivån eller omorganisera?                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,0
|Idag flyttade mitt team och jag upp på våning 25 med en levande "fondtapet". Vackert, eller hur? #Folksam https://t.co/JmpzAlkUNK                                                                                                                                                                                                                                                                                                                                                                                   |,1
<ID> jag gråter detta är så mycket,-1
| <ID> Jaha, så det råder ingen kris?|,0
Pens går för det! <URL>,0
<ID> styrelsen i allra drar trots feta arvoden eller Folksams blanketter ?,0
Fokusmålen för Folksamgruppen enligt @kstenmar på @FolksamMedia på #hallbartnaringsliv @dagensindustri @AHallbarhet https://t.co/VZk91286NX                                                                                                                                                                                                                                                                                                                                                                         ,0
@SkandiaSE Ta det från mig som grävt sig ur sms-lånefällan; Det borde vara förbjudet med korttidslån såsom 1 månad. Det är ett helsike att komma ur den spiralen.                                                                                                                                                                                                                                                                                                                                                   ,-1
Påminns om mitt senaste hångel <URL>,0
@jascvakne @trygghansa Ringde dem i augusti och anmälde att de skulle försäkra min bil som redan fanns på mina sidor att jag ägde. Javisst svara de glatt men nu visa det sig att den inte alls är registrerad.                                                                                                                                                                                                                                                                                                     ,0
<ID> Ingen termos. Snyltade av <ID>,0
<ID>  <ID> NI två kan ju öla ikväll,0
Om du verkligen älskar HONOM så hade du väl kunnat skriva RÄTT får spader,-1
Filminstitutet utnyttjar kvinnorna i  <HASCHTAG> när de försöker använda filmstödet i utpressningssyfte för att genusind  <URL>,-1
@SkandiaSE Och någon pension lär det väl inte bli heller!                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,0
Underbar lördag och jag hade 13 rätt på tipset.,1
Rensat i stora klädkammaren med skönt att få mer space att röra sig på där inne  <HASCHTAG>,1
<ID>  <ID> Syrran gör finns massor av varianter av DIF,0
<ID> Krya på dig,1
@Cancerfonden @paulskok @ulrikaarehed @SkandiaSE @SimonHolmesson Vilket härligt gäng! Heja heja 🏃💨                                                                                                                                                                                                                                                                                                                                                                                                                ,1
Kul att timea in årets värsta migränattack och yran samtidigt,-1
<ID> min farfar var inköpschef på ett stort varv i Norge när kriget kom gjöt de in all dyr materiel i golvet så inte tyskarna kunde ta,0
<ID> så kan man uttrycka sig.,0
<ID> omg hade tagit så illa upp  <URL>,-1
Även vindel behöver ledningar Stick huvudet i sanden när nyheterna är obehagliga Män i Sälen ska inte skrämmas  <URL>,-1
<ID> Samtidigt en fet smäll till folket i Kallsta som inte är där...,0
<ID> känner igen mig,0
Kommer inget mål snart blir jag orolig. <HASCHTAG>,0
<ID> Verkar vara nedlagt enligt uppgifter idag Vad det innebär för Linus är svårt att sia om Tveksamt om han förstår det <URL>,-1
<ID> ja de är alltid skönt å sova :) snöar det mycke hos dig?,1
<ID> Är du sjuk?,-1
Blir otroligt irriterad när jag hör om oseriösa förvaltare som lurar pensionärer  <HASCHTAG>   <URL>,-1
<ID> vad är reglerna?? när får man 280?? jag vill inte ha jag vill bara veta hur kriterierna så jagg vet om j… <URL>,0
| Nisse, Henok och Bartosz inför söndagens derby mot Hammarby: <URL>|,0
Såå nice med Netflix nu kollar jag på nya filmer amp nöter inte samma som förr sa jag i 3 dagar Resterande 28 har jag kollat på Johan Falk,1
Usch de är så läskigt att den personen du skulle kunna ta en kula för är nu den som håller i pistolen,-1
Vad är det vi ska skaka på Mulliga mansgrisar i  mellon,-1
<ID> Mitt sinne & min själ. Tack!,1
|Kära @folksam jag kan alltså inte försäkra min son för att han har rör i öronen för att slippa öroninflammation, rimligt? Ni blev just av med 2 bilar, 2 livförsäkringar, hemförsäkring, 2 företagsförsäljningar, 1 barnförsäkring. Samt att jag kommer ge er all badwill jag kan.                                                                                                                                                                                                                                  |,-1
Principen är väldigt tydligt på den här bilden. Valsystemet tillåter en minoritet att köra över majoriteten. <URL>,0
Trött på att jämt  bli tillrättavisad och förminskad,-1
| <ID> Flera spanska medier, bland annat SER, Onda cero, mfl.|,0
<ID> Lätta diff krossas med 5-1 <HASCHTAG>,-1
Guidetti hjälte  vilt segerfirande   <URL>,1
<ID>  <ID> Leif Östling har betalt 1000 gånger mer för sjukhus dagis etc än en vanlig arbetare  <URL>,0
<ID> Finns det något de gör som är försvarbart?,-1
| Idag är det <HASCHTAG> där livsmedelsföretagare möter handlare och kockar, ngr får sitt kött bedömt <HASCHTAG> <URL>|,0
| Jag fyller 18 om 6 månader, har tyvärr panik och åldersnoja|,-1
|Nicklas Lindahl, förhandlingschef i SKL: vårt pensionssystem tar om döden. Att ha ett återbetalningsskydd är att lura folk. Vi ska se till att de får en bra pension. @KPA_pension @FolksamMedia #nypajobbet                                                                                                                                                                                                                                                                                                        |,1
HÅLL IGÅNG NU DIFFEN,1
| <ID> gjorde som du sa i podden och tryckte retry card och då funkade det, hoppas det funkar för alla att göra så|,0
Alla på min vill inte träffa top 10 lista har stor chans att befinna sig på samtliga fördmedel,0
Det blev visst flytt tidigare iaf in i ett rum Kaos,-1
<ID> LOL. Finnkamp på skidor!,0
<ID>  <ID>  <ID> finns bara ett ställe för människor som gör detta mot små barn och det ligger djupt under oss,-1
| <ID> >>>that are going to create society for us”. Det finns inga änglar, man kan inte mäta mänskligheten i godhe… <URL>|,0
<ID> tack för ditt stöd❤️❤️,1
<ID> tänk då på hur det känns att få den insatt;),0
|Hallå #TryggHansa. Ni kontaktar mig ungefär 3ggr/år. Alla ggr ni kontaktat mig de senaste fem åren har varit i syfte att sälja. Ni ringer klockan nio på kvällen för att mersälja? Inte nog med det, det är alltid någon jävla stackare på ett callcenter som knappt vet vad hen säljer.                                                                                                                                                                                                                            |,-1
God söndag gott folk Vi öppnar 1230 så att ni kan komma förbi på en Fiskenbergare Eller burgare för den som  <URL>,1
Acarix snart på noteringskurs 176kr Marknaden inväntar Q2 som förväntas bli väldigt intensivt,0
|Cyklingen minskar i Sverige, och hjälmbruket ökar. Trots detta ökar olyckorna. Lösningen enligt @FolksamMedia : ökat hjälmbruk. Tunnelseende kallas det.
#cykla #cykelhjälm 
https://t.co/YyezTUkOsW                                                                                                                                                                                                                                                                                                                |,0
Alice Bah Kuhnke i samtal med skaparna av dokumentären The White Helmets om vikten av kvalitativ journalistik för a… <URL>,0
|10 goda råd att inte ge sin kära dotter || LAND.se <URL>|,1
Kom att tänka på mamma och hur hon snvände mattelandet i sin undervisning då jag såg på <ID>,0
Att helt sugas in i en bok är eventuellt världens bästa känsla.,1
<ID> Minns dock att vi sågs på tändsticksområdet en gång,0
Migrationsverket tydliggör rutiner rörande medicinska åldersbedömningar efter kritik från Advokatsamfundet  <URL>,0
<ID> Ja jo Definitivt Du ler på din nya avatar Det är nåt lurt Men trevligt Du ser snäll ut,1
<ID> 1-0. Ricklund får agera målvakt idag.,0
<ID> Typ finns det något som driver att fler kommer handla lågpris Gynnas/missgynnas de av näthandel B  <URL>,0
<ID> Låt oss enas om att vi inte enats i orsakerna.,0
|Ni vet när man lägger 45k/år på ett försäkringsbolag men när något skall lösas, då är det hårdare än hårdast. #trygghansa

jag har nu lagt mer tid på ärendet, åka det och ringandet samt                                                                                                                                                                                                                                                                                                                           |,-1
Tre döda vid skjutning i USA  Dagens Nyheter  <URL>,-1
| Malin K Eriksson - mamma, författare och konstnär: Sockerkaka är det som gäller <URL>|,0
<ID>  <ID>  <ID> Min chef bor i Varberga och lever och har hälsan Han sitter mitt emot mig,0
|@trygghansa Det gör ingenting att ni har köer, det förstår jag, tänkte mest att ni kanske kunde lägga rösten som säger att ni inte kan ta emot fler samtal i början istället för slutet.                                                                                                                                                                                                                                                                                                                            |,0
| <ID> Jag vet inte, men hammaren och skäran känns ej enbart positivt. Men jag är för åsiktsfrihet och ja, m… <URL>|,0
<ID> FI va mysigt,1
<ID> Licensen får man först när allt är signerat och klart och det gör vi inte utan läkarundersök… <URL>,0
<ID> Ja! Det finns minst 2 alternativa GM där samtliga bevis fungerar lika bra på.,1
<ID>Tror FOA fick lite att pilla med också Idén om att Estonia transporterade något militär är ju inte bara ett hugskott,0
Perrelli har tagit en ny nivå av att försvara sig mot 'elaka kommentarer på insta' <HASCHTAG>,0
